note_count,primary_tag,secondary_tags,blog_name,post_body,date
7,Palestine,['free palestine'  'ceasefire in gaza'  'free gaza'  'free rafah'  'israel is committing genocide'  'all eyes on rafah'  'gaza'  'all eyes on palestine'  'all eyes on gaza'  'rafah'  'fuck the israeli government'  'fuck labor'  'save palestine'  'save gaza'  'save rafah'  'hands off rafah'  'hands off palestine'  'hands off gaza'  'israel is an apartheid state'  'israel is committing war crimes'  'instagram'],simplegenius042,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Australian Greens (@australiangreens),2024-07-09 05:57:36 GMT
887,Palestine,['gaza'  'free palestine'],soon-palestine,ALTView on Twitter,2024-07-09 05:57:29 GMT
1,Palestine,['gofundme'  'gaza'  'operation olive branch'],freshoffdaboat,Donate to Urgent plea: Please help me bring my family to Canada organized by Yasmin Shath,2024-07-09 05:44:29 GMT
2,Palestine,['gaza'  'free gaza'  'free palestine'],trans-leek-cookie,Donate to Support Safaa’s Quest To Get Her Family To Safety. organized by Sarah Thompson  I received an ask requesting I share this donation link but Tumblr seems to have either eaten the ask or shadow banned the blog. Either way I gave 25$ to this fundraiser and encourage others to give what they can even if it’s a small amount. The fundraiser is very low on funds (it has 75$ including what I gave),2024-07-09 05:34:08 GMT
0,Palestine,['gofundme'  'gaza'  'operation olive branch'],freshoffdaboat,Donate to Help me and my family to evacuate Gaza organized by Mohammad Abu Lehyeh,2024-07-09 05:32:36 GMT
2138,Palestine,['gaza'  'free palestine'],soon-palestine,ALTView on Twitter,2024-07-09 05:32:33 GMT
0,Palestine,['free palestine'  'gaza'  'free gaza'  'free palestine 🇵🇸'  'journalist'  'journalism'  'from the river to the sea 🇵🇸'  'from the river to the sea palestine will be free'  'end genocide'  'current events'  'all eyes on rafah'  'feed north gaza'  'northern gaza'  'viva palestina'  'i stand with palestine 🇵🇸'  'filistin 🇵🇸'  'free gaza 🇵🇸'  'keep talking about palestine'  'keep talking about gaza'  'keep boycotting'  'keep protesting'  'no justice no peace'  'all eyes on palestine'  'all eyes on gaza'  'students for justice in palestine'  'humanitarian crisis'  'humanitarian aid'  'israeli crimes against humanity'  'crimes against children'],notyourtoday,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Palestine Lobby (@palestinelobby)  Caption on post -     Exactly @mehdirhasan the actual truth is- they always lie!!!  By @palestinelobby on Instagram.   Link to post.,2024-07-09 06:58:38 GMT
4,Palestine,['free palestine'  'gaza'  'free gaza'  'free palestine 🇵🇸'  'journalist'  'journalism'  'from the river to the sea 🇵🇸'  'from the river to the sea palestine will be free'  'end genocide'  'current events'  'breaking news'  'france'  'french elections'  'french'  'all eyes on rafah'  'feed north gaza'  'i stand with palestine 🇵🇸'  'free gaza 🇵🇸'  'filistin 🇵🇸'  'keep talking about palestine'  'keep talking about gaza'  'keep boycotting'  'keep protesting'  'all eyes on palestine'  'all eyes on gaza'  'no justice no peace'  'students for justice in palestine'  'justice for palestine'  'world news'],notyourtoday,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Middle East Eye (@middleeasteye)  Caption on post -   Palestinian flags could be seen as left-wing supporters marched through Marseille and the Place de la Republique in Paris on Sunday to celebrate the results of the French general election in which the New Popular Front came out on top ahead of the presidential camp and the far-right National Rally. The New Popular Front (NFP) formed last month after French President Macron called snap elections brought together the previously deeply divided Socialists Greens Communists and the left-wing France Unbowed (LF) together in one camp.  By @middleeasteye on Instagram.   LiA  Link to post.,2024-07-09 06:54:54 GMT
20,Palestine,['mine'  'herunwittencanvas'],heruwrittencanvas,You can’t build a holy land on the mass graves of children.  ~herunwrittencanvas~,2024-07-09 06:54:21 GMT
4,Palestine,['فلسطين'  'lebanon'  'free palestine'  'free gaza'  'عرب تمبلر'  'free usa'  'free humanity'  'free the world'],amin13864,Al Imam l Housein is history and history doesn’t die,2024-07-09 06:52:44 GMT
1,Palestine,['gazaunderattack'  'videos'  'video'  'united kingdom'  'uk politics'  'ukpol'  'uk government'  'uk govt'  'ukgov'  'uk'  'uk general election'  'ausgov'  'politas'  'auspol'  'tasgov'  'taspol'  'australia'  'fuck neoliberals'  'neoliberal capitalism'  'anthony albanese'  'albanese government'  'free palestine'  'freepalastine🇵🇸'  'free gaza'  'gaza genocide'  'gaza strip'  'gazaunderattack'  'gaza'  'all eyes on rafah'],nando161mando,🔺Kerem Ali argues that the UK political system is corrupt and needs change criticizing Labour’s vague promises on Palestine.  Genocide in Eid,2024-07-09 06:47:12 GMT
8,Palestine,['film'  'free gaza'  'gaza'  'gaza genocide'  'gaza strip'  'fuck israel'  'rafah'  'education'  'north gaza'  'art'  'architecture'  'artists on tumblr'  'my art'  'digital art'],alaa-pales,What happened last night!!😭💔 The North Gaza is Dying💔😭Read 👇💔   Donate to Help Alaa’s and her family evacuate organized by Alaa Ayad  Donation link to save us survive this genocide 😭☝ Verified by OOB master list line 395 👍🔗,2024-07-09 06:44:34 GMT
275,Palestine,['gaza'  'free palestine'],soon-palestine,ALTView on Twitter,2024-07-09 06:42:53 GMT
0,Palestine,['gaza'  'israelterrorist'  'israel is committing genocide'  'genocide'  'israeli apartheid'  'boycott israel'  'israel crimes'  'instagram'],believeroftheunseen,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Wissam Nassar (@wissamgaza),2024-07-09 06:39:14 GMT
2,Palestine,['if u have a shred of humanity mate help out'],gently-folded-paper-cranes,guys shes so so close!! please donate as much as u can! every dollar adds up   Donate to Help Rabeha and her family leave Gaza before it’s too late organized by rabeha alzayegh,2024-07-09 06:39:00 GMT
30,Palestine,['free gaza'  'gaza'  'gaza genocide'  'gaza strip'  'fuck israel'  'rafah'  'education'  'north gaza'  'film'  'art'  'artists on tumblr'  'my art'  'architecture'],alaa-pales,HELP US 😭😭 This is the situation in Gaza now please save us 🔗below the video👇💔💔 The North Gaza is dying stop this genocide please 💔😭‼‼Donate to Help Alaa’s and her family evacuate organized by Alaa Ayad,2024-07-09 06:32:51 GMT
2,Palestine,['all eyes on rafah'  'free palestine 🇵🇸'  'gaza genocide'  'ceasefire now'  'free gaza'  'free palestine'  'open rafah crossing'],videounalivedtheradiostar,https://www.gofundme.com/f/qyx3dm-help-mohamed-evacuate-gaza   Donate to Help Mohamed and his family evacuate Gaza organized by Christina McIntire,2024-07-09 07:48:21 GMT
23,Palestine,['israel'  'gaza'  'i stand with israel'  'hamas'  'fuck palestine'  'free palestine from hamas'  'leftist antisemitism'  'youtube'],luckyducky40,Interesting thing: leftists don’t blame Hamas for problems with water in Gaza,2024-07-09 07:40:43 GMT
5,Palestine,['free palestine'  'gaza'],stardust-blossom,VERY IMPORTANT POST PLEASE DON’T SKIP hello everyone  I need you all to do me a quick favour  please read this (i will put the gofundme link down below)  Here is the link:  Donate to Help save my family to survive the genocide in Gaza organized by Mahmoud AlBalawi  EDIT: Please donate or spread this link all over social media.,2024-07-09 07:36:09 GMT
11,Palestine,['free palestine'  'from the river to the sea palestine will be free'  'boycott israel'  'news from the world'  'pro palestine'  'gaza'  'boycott mcdonalds'  'boycott disney'  'boycott starbucks'],newsfrom-theworld,No comment just “Israeli” media at its finest,2024-07-09 07:25:12 GMT
21,Palestine,['free palestine'  'gaza'  'free gaza'  'genocide'  'gaza genocide'  'palestinian genocide'  'pro palestine'  'protests'  'all eyes on rafah'  'uk'  'uk politics'],-semlohkcolrehs-,ALTView on Twitter,2024-07-09 07:18:40 GMT
3,Palestine,['canada'  'indigenous rights'  'free palestine'  'those are the main two issues that made me come up with it'],nemovanilla,If Canada had a slogan it would be “Canada: killing kids since 1867” or alternatively “killing kids since before we existed”,2024-07-09 07:18:19 GMT
48,Palestine,['barbie'  'free gaza'  'gaza genocide'  'rwby'  'succession'  'ted lasso'  'the owl house'  'free use kink'  'important'  'غزة'  'قطاع غزة'  'هنا غزة'  'غزة تحت القصف'  'غزة العزة'  'فلسطين'],ahmedomar11,Very important do not skip 🥹🍉🍉  If you support the Palestinian cause do not forget about me now do what is necessary 💔 Hello I am Ahmed from the Gaza Strip. Most of you know me I was sending some of you a message about my donation campaign because we live a tragic life but the ugliest thing is that I collected 700 euros and built some goals on it and said I would collect more to support my family  but suddenly I opened the account. It appears to me that it does not exist So I sent it to the person who financed the account for me as he was not responding to my messages But he was trusted. What happened to him? I don’t know. He was tempted by the money so he stole it and closed the account for me I can’t do anything but pray for him Despite that I did not lose hope and opened another account from scratch With your participation and support we will replace the old Please help me donate now in the link 💔     Donate to Help Ahmed and his family survive in Gaza organized by Angela Caliendo  This is the link to my new campaign. I hope you will donate to me and if you cannot then share it with people who can donate to us so that we can live. 💔🥹,2024-07-09 08:55:10 GMT
74,Palestine,['free palestine'],aroacesafeplaceforall,oh if it wasn’t perfectly clear; I support Palestine,2024-07-09 08:32:31 GMT
0,Palestine,['gofoundme'],grotesquedoom,Donate to A family seeking a safe haven amidst harsh conditions organized by Salahaldin Hor,2024-07-09 09:58:58 GMT
12,Palestine,['gaza'  'ct'],cairoo,اللهم بردا وسلاما على غزة وأهلها، اللهم انقطـع الأمل الا مـن رحمتك، اللهم انصرهم يارب العالمين، وثبت أقدام المجاهدين المرابطين. 🇵🇸,2024-07-09 09:55:14 GMT
6,Palestine,['georgia'  'sakartvelo'],rotten-sarcophagus,with the shit the government and the church are trying to pull by endearing themselves to israel  seeing this was a welcome surprise,2024-07-09 09:35:00 GMT
18,Palestine,['save palestine'  'hobie brown'  'hobie'],webdoiis,!!!!!! ART DOES NOT BELONG TO ME. IT WAS FOUND ON PINTEREST. CREDIT TO WHOEVER MADE THIS !!!!!!,2024-07-09 10:59:08 GMT
13,Palestine,['free palestine'  'gaza'  'free gaza'  'gaza strip'  'israel is a terrorist state'  'israel'  'current events'  'genocide'  'important'  'youtube'],wingedalpacacupcake,Bold Confession⚡️! #israel #palestine #usa #europe #politics #uk #canada…,2024-07-09 10:54:53 GMT
0,Palestine,['free palestine'  'gaza'  'save palestine'  'genocide'  'ethnic cleansing'  'human rights'  'freedom for palestine'  'instagram'],no-bitch-i-cant,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Bisan Owda (@wizard_bisan1),2024-07-09 10:54:13 GMT
0,Palestine,['gaza'  'israelterrorist'  'israel is committing genocide'  'genocide'  'israeli apartheid'  'boycott israel'  'israel crimes'  'horrror'  'children'  'death'  'blood'  'instagram'],believeroftheunseen,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Wissam Nassar (@wissamgaza)  A Palestinian father buds farewell to his beloved son.,2024-07-09 10:43:40 GMT
9,Palestine,['free palestine'  'from the river to the sea palestine will be free'  'free gaza'],daily-reminder-to-click,Here’s your reminder!  Free Palestine,2024-07-09 10:35:35 GMT
127,Palestine,['my art'  'art commissions'],pierogish,A reminder that right now you can commission me as a part of TLT creators for Palestine project!   You can commission art of your OCs or characters from any other media by the way :) I offer colored drawings like these for donating 15$ to Palestine Children’s Relief Fund (that’s how it works),2024-07-09 10:34:52 GMT
3,Palestine,['human rights'  'children’s rights'  'gaza'],aloeverawrites,Hi guys! I have an idea for how you can help people in Palestine even if you don’t have a lot of money to spare.   If you’re reblogging posts from people in Palestine could you put some messages of support in the tags or reblogs? They’re going through a terrifying time and are probably feeling very isolated right now.  Also contacting organisations like Operation Olive Branch on their behalf and sending them links to these resources can help even if you can’t reblog posts. These are the four organisations I know about if you know of any others please let me know! They are Operation Poppy Flower Operation Olive Branch Gaza funds.com and the Butterfly Effect Project.   https://www.operationpoppyflower.com/contact   https://docs.google.com/spreadsheets/d/1vtMLLOzuc6GpkFySyVtKQOY2j-Vvg0UsChMCFst_WLA/htmlview   https://gazafunds.com/about   https://www.instagram.com/butterflyeffect.project/,2024-07-09 10:31:11 GMT
132,Palestine,['moonhalo talks —✧'  'free palestine'  'gaza'  'free gaza'  'israel'  'from the river to the sea palestine will be free'  'israeli war crimes'  'gaza strip'  'gaza genocide'  'gazaunderattack'],qylinscafvne,i’m making smth for palestine and i think we so easily forgot how israel dropped white phosphorus on gaza which btw can cause third degree burns and go through bone. using it directly against citizens is a war crime. correct me if i’m wrong but i’m pretty sure they were also doing chemical testing on them  js imagine how much pain they went through and yall still defend israel,2024-07-09 11:50:53 GMT
1,Palestine,['boutta make the palestines rich'  'joseph rambles'  'daily palestine clicks'  'palestine clicks'  'clicked'  ':)'],josephthesnailshow,:),2024-07-09 12:42:19 GMT
24,Palestine,['free palestine'  'gaza'  'free gaza'  'jerusalem'  'israel'  'current events'  'gaza strip'  'genocide'  'gaza genocide'  'palestine donation'  'gaza donation'  'please donate'  'help donate'  'every donation counts'  'please consider donating'  'donation'  'instagram'],meapl,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Nour Elassy | نور العاصي (@nour.elassy)  Donate to Help a writer and her family evacuate the war organized by Nour Elassy,2024-07-09 13:55:40 GMT
0,Palestine,['gaza'  'free palestine'  'free gaza'  'genocide'  'gaza genocide'  'palestinian genocide'  'pro palestine'  'protests'  'all eyes on rafah'  'aid'  'food distribution'  'food aid'  'israel is starving gaza'  'starvation'],-semlohkcolrehs-,Post from AJ+,2024-07-09 13:55:34 GMT
0,Palestine,['hypocracy'  'racisim'  'cw: war crimes'  'ukraine'],iknowwhatyourthinking,How come this made the front page but noone criticised Israel bombing hospitals and burning infants alive.  It has to be racism. At this point its the only answer I can think of. Palestinian babies and children can die by the thousands without comment because they are brown but 2 white Ukrainian children get killed and its “why arnt nato condemning this war crime?!”,2024-07-09 13:52:29 GMT
4015,Palestine,['gaza'  'free palestine'],soon-palestine,ALTView on Twitter  ALTView on Twitter,2024-07-09 13:48:53 GMT
0,Palestine,['free gaza'  'free 🍉'  'freepalastine🇵🇸'  'free palestine'  'hands off palestine'  'free rafah'  'from the river to the sea palestine will be free'  'save palestine'  'all eyes on palestine'  'support palestine'  'go fund them'  'hands off gaza'  'gaza genocide'  'gaza strip'],id0ntkn0wman1789,@eyadeyadsblog needs your help to get their family out of Palestine.   Donate to Help me and my family to evacuate from Gaza Strip organized by Adam Alangar  If you can’t donate reblog. Thank you everyone,2024-07-09 13:48:41 GMT
21,Palestine,['free palestine'  'free gaza'  'i stand with palestine'  'gaza'  'gazaunderattack'  'palestinian genocide'  'gaza genocide'  'end the occupation'  'israel is an illegal occupier'  'israel is committing genocide'  'israel is committing war crimes'  'israel is a terrorist state'  'israel is a war criminal'  'israel is an apartheid state'  'israel is evil'  'israeli war crimes'  'israeli terrorism'  'iof terrorism'  'israel kills babies'  'israel kills children'  'israel kills innocents'  'israel is a murder state'  'israeli terrorists'  'israeli war criminals'  'boycott israel'  'israel kills journalists'  'israel kills kids'  'israel murders innocents'  'israel murders children'],good-old-gossip,Meet the ACTUAL TARGETS of Israeli Bombing Shooting and Manufactured Starvation in GAZA!!!,2024-07-09 14:58:30 GMT
37848,Palestine,['gaza'  'free palestine'  'jerusalem'  'i stand with palestine'  'israel'  'فلسطين'  'free gaza'  'israel is a terrorist state'  'israeli war crimes'],i-am-aprl,Sometimes the media says “there are no words” to describe or justify horrific attacks on hospitals. Other times the media has countless words to describe and justify horrific attacks on hospitals.,2024-07-09 14:46:20 GMT
1,Palestine,['israel'  'free palestine'],blue-village,ALTView on Twitter,2024-07-09 15:43:54 GMT
15,Palestine,['aid'  'sudan'  'donation match'  'donations'  'mutal aid'  '2024'  'labutansa'  'keep eyes on sudan'  'palestine aid'],labutansa,ALTALTALTALTALT Today’s match requests the fifth one is from this campaign that I’ve given to recently at a different time so I’d like to ask for a match of $10 CAD.  Link 1 ($USD) | Link 2 ($USD) | Link 3 ($USD) | Link 4 (kr NOK) | Link 5 ($CAD),2024-07-09 16:53:48 GMT
20,Palestine,['free palestine'  'free gaza'  'gaza'  'from the river to the sea palestine will be free'  'jerusalem'  'yemen'  'current events'  'gaza strip'  'gofund.me'  'palestine gofundme'],bowelproblemboy,Not sure how to verify these would appreciate some help if anyone has the time but here is a donation campaign I found that could use some love if it is not a scam  Donate to Help Zaen and Yehya to get out of Gaza organized by mohammed shamallakh,2024-07-09 16:51:32 GMT
21,Palestine,['free palestine'  'gaza'  'free gaza'  'gaza genocide'  'donations'  'gaza families'  'gaza fathers'  'gaza fundraiser'  'gaza donations'  'gaza gfm'  'gaza aid'],ccryptidccreek,HiHello 🌹🇵🇸🍉  I hope you are well.  Im Fahed shehab from palestine gaza  My Tumblr account has been terminated.  This is my new account which I use to send and receive messages  I’ve created a gofundme campaign  To collect donations to get my family out of Gaza  Please visit my account (blog) and watch my daughter Sahar’s videos in which she talks about the situation in Gaza  Could you please help me reblog the post on my account to save my family from the war in Gaza? 🙏This is one of the videos in which Sahar my daughter talks about the situation in Gaza.  https://www.tumblr.com/fahedshehab-new/754901997665370112?source=share  Can you help me spread the campaign among your followersI am new to Tumblr and also to GoFundMe.🙏  Our campaign is vetted by :  @el-shab-hussein  https://www.tumblr.com/el-shab-hussein/749777880017502208/another-fundraiser-i-trust?source=share  I hope you can support and stand by me at the beginning .  We still very far from the goal. I hope everyone will donate even a little. I am confident that you will stand with me and support me until I reach my goal and remove my family from the danger of war. Share my story. Pin my story to your page. Everything helps.  Can you share some of my posts from time to time?  Maybe the internet will be cut off in my area.  For the sake of my children please do something😞🙏🙏🙏  Thank you ♥️ .        These are messages I received from @fahedshehab-new You can go to his profile to watch the videos he mentions here yourself.  Please please donate or share be it with friends or even just a reblog. Don’t ever let anyone tell you it’s not doing anything or it doesn’t matter. The desert is made individual grains of sand.,2024-07-09 16:47:57 GMT
1,Palestine,['gaza'  'free palestine'  'ceasefire'  'free gaza'  'adropofhumanity'  'israel'  'usa is a terrorist state'  'israel is a terrorist state'],adropofhumanity,Republican lawmakers Elise Stefanik and Jim Banks introduce new bill linking federal accreditation of American universities to adherence to rules prohibiting encampments.     Elise Stefanik a ranking House Republican says the bill seeks to hold “woke universities accountable” following what she calls “anti-Israel encampments” and “disgraceful mob riots”,2024-07-09 17:57:52 GMT
160,Palestine,['a land for all'  'i/p'  'המצב™️'  'israel'  'jumblr'  'ישראבלר'],etz-ashashiyot,A Land for All Updates: body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by A Land for All (@2states1homeland.english)  הגיע הזמן 1.7.24 - Its Time היכל מנורה מבטחים תל-אביב  The video has English subtitles for those interested in watching this event!,2024-07-09 17:55:50 GMT
145,Palestine,['gaza'  'free palestine'],soon-palestine,ALTView on Twitter  UN experts declare famine has spread throughout Gaza strip  GENEVA (9 July 2024) – The recent deaths of more Palestinian children due to hunger and malnutrition leaves no doubt that famine has spread across the entire Gaza strip a group of independent experts* said today.  “Fayez Ataya who was barely six months old died on 30 May 2024 and 13-year-old Abdulqader Al-Serhi died on 1 June 2024 at the Al-Aqsa Hospital in Deir Al-Balah. Nine-year-old Ahmad Abu Reida died on 3 June 2024 in the tent sheltering his displaced family in Al-Mawasi Khan Younis. All three children died from malnutrition and lack of access to adequate healthcare” the experts said.  “With the death of these children from starvation despite medical treatment in central Gaza there is no doubt that famine has spread from northern Gaza into central and southern Gaza.”  The experts said the death of a child from malnutrition and dehydration indicates that health and social structures have been attacked and are critically weakened. “When the first child dies from malnutrition and dehydration it becomes irrefutable that famine has taken hold” the experts said.  “We declare that Israel’s intentional and targeted starvation campaign against the Palestinian people is a form of genocidal violence and has resulted in famine across all of Gaza. We call upon the international community to prioritise the delivery of humanitarian aid by land by any means necessary end Israel’s siege and establish a ceasefire.”  “When a 2-month-old baby and 10-year-old Yazan Al Kafarneh died of hunger on 24 February and 4 March respectively this confirmed that famine had struck northern Gaza. The whole world should have intervened earlier to stop Israel’s genocidal starvation campaign and prevented these deaths” the experts said. “Thirty-four Palestinians have died from malnutrition since 7 October the majority being children. Inaction is complicity.”,2024-07-09 17:54:40 GMT
21064,Palestine,['gaza'  'free palestine'  'free gaza'  'rainbow'  'photography'  'all eyes on rafah'  'all eyes on palestine'  '2015'],zegalba,Gaza City Palestine (2015)  Palestinian schoolgirls walk in front of a rainbow illuminating the sky over Gaza City’s shore.,2024-07-09 18:58:14 GMT
79,Palestine,['islam'  'muslim'  'allah'  'love'  'cute'  'baby'  'wholesome content'  'wholesome'],islamicquotesandreminders,May Allāh keep her smiling 🥹🇵🇸,2024-07-09 18:56:37 GMT
0,Palestine,['gaza'  'free palestine'],asphaltgashes,Counting the dead in Gaza: difficult but essential,2024-07-09 18:56:17 GMT
0,Palestine,['free palestine'],theratz2,Please reblog or donate to help Sahar and her family Donate to Help Sahar and Her Family to Evacuate Gaza organized by Ahmed Shamia,2024-07-09 18:53:55 GMT
0,Palestine,['genocide'  'un resolution 242'  'arrest netanyahu'  'ceasefire'],hennethgalad,surely ‘further catastrophe’  CEASEFIRE NOW,2024-07-09 18:51:05 GMT
5,Palestine,['فلسطين'  'غزة'  'الاحتلال الاسرائيلي'  'free gaza'  'gaza'  'غزة تباد'  'شهدائنا'],irafeef,30 شهيدًا في قصف إسرائيلي على بوابة مدرسة تؤوي نازحين في عبسان بخان يونس.     9 شهور من الإبادة الجماعية  اللهمَّ مددًا من عندك إلى أوليائك المستضعفين في غزة، تكفيهم وتؤيهم وتداويهم وتنصرهم.. يا حبيبنا يا الله بلغت القلوب الحناجر، وضاقت الأرض بما رحبت اللهم الطف بهم ونجهم ..  يا ربّ يا منتقم..,2024-07-09 20:55:33 GMT
4,Palestine,['important'  'free palestine'  'gaza'  'free gaza'  'from the river to the sea palestine will be free'  'gofundme'  'gaza strip'],craftykittyscientist,i know it was army day yesterday but i dont care!! always talk about palestine even the palestinian army!!  please share and donate if you can!,2024-07-09 20:45:55 GMT
1,Palestine,['miz talks'  "please send in asks with your fundraisers as soon as you're able too i am here to help"],smithsibsceo,disabling my asks for a bit so i can sort through the ones i’ve been getting and properly ensure all fundraisers are vetted. they should be up and running again in hopefully a few days ❤️,2024-07-09 21:57:03 GMT
2,Palestine,['boost'],r0bita,Donate to Rebuild livesُ: Help Me to Rescue My Family organized by Eman Al-Madhoun  They are nearly $9000 away from reaching their goal.  It was by coincidence that I found this link on my usual public transit route to work.  If you can I encourage making and placing more QR codes and links for the thousands of donation links to other Palestinian families so more people can see them in public places and hopefully contribute.,2024-07-09 21:56:57 GMT
10,Palestine,['greta'  'god is a republican'  'donald trump'  'maga'  'suck my freedom'  'kyle rittenhouse'  'make america great again'  'congress'  'too big to rig'  'too big to steal'],godisarepublican,This will scare the SH!T out of you…#handrenseavey #maozedong #comedy #communism #capitalism #history #asianhistory #historylesson | Handren Seavey | handrenseavey · Original a  Brace yourselves. The “Climate Change” insanity has not yet begun! If you don’t have Facebook or are not logged in click the X in the top right corner. That will let you play the video.,2024-07-09 21:55:57 GMT
6,Palestine,['free palestine'  'rafflesforpalestine'  'important'  'personal'],akamanto0,What happened to rafflesforpalestine?? Hey does anyone know what happened to rafflesforpalestine?? Did they deactivate or did Tumblr deactivate them??   If its the latter fuck Tumblr as per usual.,2024-07-09 21:55:14 GMT
17,Palestine,['israel'  'gaza'  'gazagenocide'  'gazaunderattack'  'occupation'  'colonization'  'gaza strip'  'journalists of gaza'  'zionisim'  'go fund me gaza'  'gofundme'  'free palestine'  'freepalastine🇵🇸'  'genocide'  'gaza now'  'all eyes on rafah'],dreamcore-md,Mahmoud deserves to be able to save his family from the ongoing genocide in gaza like any other Gazan donate and share as much as you can   Here’s the godundme link  https://gofund.me/483c5474  And that’s Mahmoud’s blog go check it @mahmoudkhalafff,2024-07-09 21:54:45 GMT
74,Palestine,['barbie'  'free gaza'  'gaza genocide'  'rwby'  'succession'  'ted lasso'  'the owl house'  'free use kink'  'important'],ahmedomar11,Stop don’t skip 🍉 Hello I am Ahmed and I cannot bear it any longer. We in Gaza are dying every second and no one is looking at us neither the Arabs nor anyone. We have begun to wish that death would be better than this life in which you cannot eat some vegetables because of the high price I hope that anyone who sees the post will contribute even a little to get me out of this miserable life Your $5 donation could change my life If you cannot participate to get people to contribute to the campaign Thank you 🙏🍉💔        Donate to Help Ahmed and his family survive in Gaza organized by Angela Caliendo  https://gofund.me/b0a4dfdf  I hope everyone will participate and ignore my posts By God we are slowly dying. Take us out of it and we don’t want anything after it believe me 💔,2024-07-09 21:54:20 GMT
0,Palestine,['free palestine'  'gaza'  'genocide'  'resistance'  'colonialism'  'apartheid'  'armed resistance'  'hamas'  'israel is a crime against humanity'],because--palestine,On the Record with Hamas    “They have left us no choice other than to take the decision in our hands and to fight back” said Dr. Basem Naim a senior member of Hamas’s political bureau and a former government minister in Gaza. “October 7 for me is an act of defense maybe the last chance for Palestinians to defend themselves.” He said “If we have to choose why choose to be the good victims the peaceful victims? If we have to die we have to die in dignity. Standing fighting fighting back and standing as dignified martyrs.”     “It’s kind of like telling the folks in the Warsaw uprising that you should have known that the German military was going to respond the way they did and you are going to be responsible for the deaths of other residents in the Warsaw ghetto” Susan Abulhawa said. “Maybe that’s true but is it really a moral point to make? I don’t think there has ever been so much scrutiny on an indigenous people on how they’re resisting their colonizers.” She said “As a Palestinian I’m grateful for it. I think what they have done is something that no amount of negotiation was ever able to achieve. Nothing else we did was able to achieve what they did on October 7. And I should say actually it’s not so much what they did but it was Israel’s reaction that led to a shift in the narrative because they’re finally naked before the world.”      In his past media interviews Sinwar has spoken of Hamas as a social movement with a military wing and framed its political goals as part of the historic struggle to reestablish a unified state of Palestine. “I am the Gaza leader of Hamas of something much more complex than a militia—a national liberation movement. And my main duty is to act in the interest of my people: to defend it and its right to freedom and independence” he said. “All of those who still view us as an armed group and nothing more you don’t have any idea of what Hamas really looks like…. You focus on resistance on the means rather than the goal—which is a state based on democracy pluralism cooperation. A state that protects rights and freedom where differences are faced through words not through guns. Hamas is much more than its military operations.”  “The battle between us and the occupation who desecrated our land displaced our people and are still murdering and displacing Palestinians—confiscating lands and attacking sacred places—is an open ended battle” Sinwar said. When asked about the killing of Israeli civilians by Hamas rockets Sinwar became animated. “You can’t compare that to those who resist and defend themselves with weapons that look primitive in comparison. If we had the capabilities to launch precision missiles that targeted military targets we wouldn’t have used the rockets that we did” he shot back. “Does the world expect us to be well-behaved victims while we’re getting killed? For us to be slaughtered without making a noise? That’s impossible.”     “If you go back to the 1940s after the Nakba there was a decade or so when Palestinians were just pleading with international bodies going from one place to another trying to negotiate for justice trying to go home trying to figure out a way. And there was no movement. We were completely irrelevant. Nobody even acknowledged us” Abulhawa added. “It was only until Palestinians resorted to armed resistance that the world finally admitted that ‘Oh wait this is an indigenous population that does exist.’ It was only after we started hijacking planes and resorting to guerrilla warfare in the spirit of leftist guerrilla movements of that era that there was any movement towards liberation.”,2024-07-09 21:54:11 GMT
0,Palestine,['from the river to the sea palestine will be free'  'justice for palestine'  'palestinian genocide'  'palestine news'  'free gaza'  'lebanon'  'west bank'  'jordan palestine'  'humanitarian aid'],megacoolkid,I hope none of my mutuals have plans for the 4th October because this year’s Anera Annual Dinner is happening in downtown DC.,2024-07-09 22:54:29 GMT
0,Palestine,['disturb the peace'  'contact representatives'  'united states'  'politics'  'cosmic is sick'],cosmicallysick,I feel like so many people forget this but did y’all know you can personally contact your representatives and do it constantly? Like you can actually just spam email and call them and drive them absolutely insane until they listen to whatever you have to say and you can get lots of people to do it at once to make it more annoying  Cuz let’s be real these politicians couldn’t give less of a fuck about what any of us want until we’re reeeeeaaaaaally annoying about it and disturbing their peace so disturb their peace lol,2024-07-09 22:49:19 GMT
3,Palestine,['free palestine'  'news'  'youtube'],tieflingkisser,Gaza BOMBSHELL Report Ignored By Mainstream Media This Lancet article by three medical experts is absolutely chilling - and yet largely ignored. That tells you all you need to know.,2024-07-09 22:44:56 GMT
0,Palestine,['gaza'  'free gaza'  'free palestine'  'genocide'  'ethnic cleansing'  'justice for palestine'  'justice for palestinians'  'apartheid'  'instagram'],gloomcat-mess,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Middle East Eye (@middleeasteye),2024-07-09 23:54:46 GMT
