note_count,primary_tag,secondary_tags,blog_name,post_body,date
1,Artists of tumblr,['my art'  'art comms open'  'comms'  'comms info'  'pinned'],reigens-renagerie,Commissions are open!!  message me through Tumblr or Discord @reigengayrataka for inquiries!,2024-07-09 05:05:18 GMT
6,Artists of tumblr,['art'  'artist'  'corbins art'  'dragon'],corbinsilly,DT with Starz-Drawz on DA,2024-07-09 04:08:27 GMT
3,Artists of tumblr,['do not ship'  'art'  'artist'  'corbins art'  'feral'  'dinosaur'  'raptor'],corbinsilly,Blu and Zippy cuddles,2024-07-09 04:07:33 GMT
485,Artists of tumblr,['artblr'  'spread the word'],heywriters,artists please put big watermarks and signatures and urls in your work it doesn’t ruin it and I like being able to find you when some moron reposts your stuff!,2024-07-09 02:30:41 GMT
24,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'travel'  'explore'  'uk'  'europe'  'cambridge'  'cambridge university'  'dark academia'  'light academia'  'architecture'  'aesthetic'  'beauty'  'england'  'east england'],fishbphotography,Pembroke College  Cambridge East England UK,2024-07-09 02:01:45 GMT
0,Artists of tumblr,['monday night live stream'  'monday night stream'  'live on twitch'  'artists on tumblr'  'digital art'],grumpycakes,MONDAY NIGHT LIVE STREAM got stung by what I assume was a hornet. Having a weird time but not dying lol.   ALSO SINCE THE 4TH HAPPENED IT’S NATIONAL TREASURE NIGHT  Artwork will still be done but it will be on in the bg,2024-07-09 00:29:10 GMT
4,Artists of tumblr,['art'  'artists on tumblr'  'painting'  'sketch'],rereaz,bears raahhhh,2024-07-09 00:07:49 GMT
20,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'japan'  'hayama'  'miura'  'travel'  'explore'  'food'  'calzone'  'aesthetic'  'beauty'],fishbphotography,Dinner @ Trattoria Pizzeria  Hayama Miura Japan,2024-07-09 00:06:07 GMT
2,Artists of tumblr,['my art'  'digital art'  'artfight 2024'],decima-does-art,Final batch of attacks from week 1! These belong to mafu jellip and maddiemango,2024-07-09 00:01:48 GMT
24,Artists of tumblr,['animal crossing rover'  'acnh rover'],ghostlymatte,I kinda miss drawing these guys 💕,2024-07-08 22:03:56 GMT
6,Artists of tumblr,['artist on tumblr'  'digital art'  'artists on tumblr'  'ocs'  'my oc art'  'oc artwork'  'oc'  'oc art'  'my ocs'  'original character'  'my art'],multi-fandom-fan24,Here’s Hugo! The one on the left is the original drawing while the one on the right is the new one!,2024-07-08 21:35:35 GMT
20,Artists of tumblr,['my art'  'art'  'w00t'  'artists on tumblr'  'doodle'  'digital art'  'drawing'  'commissions'  'commissions open'  'sketches'  'sketch art'  'original characters'  'ocs'  'dnd'  'art commisions'],rejected-transboy,Have you or a loved one ever wanted to see a little guy you’ve thought up come to life in a very two dimensional way? Have you ever logged into to a discord dnd session and realized that only you know what your character looks like? Well you may be entitled to COMMISSION ME!! :D   Sheets like the one pictured above cost only $15 each additional sheet being $10. Your character can be any gender species body type… you name it I will figure it out!   These are only sketch sheets (which can include up to 4 sketches) but if you’re interested in a polished character ref sheet we can talk about details!   If you’re at all looking to support a small artist give a trans person money in exchange for goods or simply want to see your blorbo become a reality please dm me!   (Reblogs are appreciated 🥺),2024-07-08 20:11:46 GMT
61,Artists of tumblr,['art'  'artists on tumblr'  'digital art'  'meadowlark'  'yaelokre'  'harpy hare'],rereaz,The Storyteller..  Character by Yaelokre,2024-07-08 19:51:52 GMT
1,Artists of tumblr,['digital art'  'artfight 2024'  'art fight'  'team stardust'],average-internet-nobody,woohoo !  Art Fight,2024-07-09 12:03:00 GMT
0,Artists of tumblr,['art'  'artist'  'artsits on tumblr'  'oc artist'  'oc'  'original character'  'oc art'  'hes my boy and i love him'],sscarred-starss,the him     a r t,2024-07-09 11:35:28 GMT
10,Artists of tumblr,['skater girl'  'art'  'artists on tumblr'  'illustration'  'art fight'  'art fight 2024'  'team seafoam'  'digital art'  'digital painting'  'my art'  'i found a rly nice brush for painting'],humanmaybe,Revenge painting for ssp00kyberries on ArtFight!  Ashley’s a sk8r grl she said see ya l8r grl,2024-07-09 05:59:09 GMT
1,Artists of tumblr,['my art'  'art comms open'  'comms'  'comms info'  'pinned'],reigens-renagerie,Commissions are open!!  message me through Tumblr or Discord @reigengayrataka for inquiries!,2024-07-09 05:05:18 GMT
6,Artists of tumblr,['art'  'artist'  'corbins art'  'dragon'],corbinsilly,DT with Starz-Drawz on DA,2024-07-09 04:08:27 GMT
3,Artists of tumblr,['do not ship'  'art'  'artist'  'corbins art'  'feral'  'dinosaur'  'raptor'],corbinsilly,Blu and Zippy cuddles,2024-07-09 04:07:33 GMT
485,Artists of tumblr,['artblr'  'spread the word'],heywriters,artists please put big watermarks and signatures and urls in your work it doesn’t ruin it and I like being able to find you when some moron reposts your stuff!,2024-07-09 02:30:41 GMT
24,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'travel'  'explore'  'uk'  'europe'  'cambridge'  'cambridge university'  'dark academia'  'light academia'  'architecture'  'aesthetic'  'beauty'  'england'  'east england'],fishbphotography,Pembroke College  Cambridge East England UK,2024-07-09 02:01:45 GMT
0,Artists of tumblr,['monday night live stream'  'monday night stream'  'live on twitch'  'artists on tumblr'  'digital art'],grumpycakes,MONDAY NIGHT LIVE STREAM got stung by what I assume was a hornet. Having a weird time but not dying lol.   ALSO SINCE THE 4TH HAPPENED IT’S NATIONAL TREASURE NIGHT  Artwork will still be done but it will be on in the bg,2024-07-09 00:29:10 GMT
4,Artists of tumblr,['art'  'artists on tumblr'  'painting'  'sketch'],rereaz,bears raahhhh,2024-07-09 00:07:49 GMT
20,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'japan'  'hayama'  'miura'  'travel'  'explore'  'food'  'calzone'  'aesthetic'  'beauty'],fishbphotography,Dinner @ Trattoria Pizzeria  Hayama Miura Japan,2024-07-09 00:06:07 GMT
2,Artists of tumblr,['my art'  'digital art'  'artfight 2024'],decima-does-art,Final batch of attacks from week 1! These belong to mafu jellip and maddiemango,2024-07-09 00:01:48 GMT
24,Artists of tumblr,['animal crossing rover'  'acnh rover'],ghostlymatte,I kinda miss drawing these guys 💕,2024-07-08 22:03:56 GMT
6,Artists of tumblr,['artist on tumblr'  'digital art'  'artists on tumblr'  'ocs'  'my oc art'  'oc artwork'  'oc'  'oc art'  'my ocs'  'original character'  'my art'],multi-fandom-fan24,Here’s Hugo! The one on the left is the original drawing while the one on the right is the new one!,2024-07-08 21:35:35 GMT
20,Artists of tumblr,['my art'  'art'  'w00t'  'artists on tumblr'  'doodle'  'digital art'  'drawing'  'commissions'  'commissions open'  'sketches'  'sketch art'  'original characters'  'ocs'  'dnd'  'art commisions'],rejected-transboy,Have you or a loved one ever wanted to see a little guy you’ve thought up come to life in a very two dimensional way? Have you ever logged into to a discord dnd session and realized that only you know what your character looks like? Well you may be entitled to COMMISSION ME!! :D   Sheets like the one pictured above cost only $15 each additional sheet being $10. Your character can be any gender species body type… you name it I will figure it out!   These are only sketch sheets (which can include up to 4 sketches) but if you’re interested in a polished character ref sheet we can talk about details!   If you’re at all looking to support a small artist give a trans person money in exchange for goods or simply want to see your blorbo become a reality please dm me!   (Reblogs are appreciated 🥺),2024-07-08 20:11:46 GMT
1,Artists of tumblr,['artist'  'artist things'  'sketchbook'  'oopsies'  'granted i have done a few shitty pages but the other pages are so so so nice especially recently'  'ha'],foxisded,me: ok yk what i’m gonna use a nice sketchbook. the paper quality will allow me to use things like paint and inks that i couldn’t use before! i can finally use coloured pencil properly!   other artists: ah yes but watch out for the “i don’t wanna ruin it” trap   me: no i won’t fall into that it’s silly i can’t ruin a sketchbook i’m far too rational for that!  *6 months later*  me: hey why am i so scared to practice in my sketchbook?,2024-07-09 13:54:48 GMT
22,Artists of tumblr,['artist of tumblr'  'tumblr art'  'tumblr artist'  'artblr'  'art portfolio'  'digital art'  'digital illustration'  'starwarsblr'  'star wars'  'star wars art'  'star wars fanart'  'star wars illustration'  'star wars painting'  'star wars fan'  'star wars girl'  'digital artists'  'star wars helmet'  'star wars helmets'  'mando'  'mandalorian'  'the mandalorian'  'mandalorian art'  'mandalorian helmet'  'boba fett'  'boba fett art'  'boba fett helmet'],fiatluxillustration-portfolio,Aurebesh Helmet Series - Lineage  ✨Available in HQ   Created with Procreate  𝙵𝚒𝚊𝚝 𝙻𝚞𝚡 𝙸𝚕𝚕𝚞𝚜𝚝𝚛𝚊𝚝𝚒𝚘𝚗  | Visit InPrnt | Visit Etsy | Visit Digital Etsy | Visit Patreon | Visit the Portfolio,2024-07-09 13:02:03 GMT
1,Artists of tumblr,['digital art'  'artfight 2024'  'art fight'  'team stardust'],average-internet-nobody,woohoo !  Art Fight,2024-07-09 12:03:00 GMT
0,Artists of tumblr,['art'  'artist'  'artsits on tumblr'  'oc artist'  'oc'  'original character'  'oc art'  'hes my boy and i love him'],sscarred-starss,the him     a r t,2024-07-09 11:35:28 GMT
10,Artists of tumblr,['skater girl'  'art'  'artists on tumblr'  'illustration'  'art fight'  'art fight 2024'  'team seafoam'  'digital art'  'digital painting'  'my art'  'i found a rly nice brush for painting'],humanmaybe,Revenge painting for ssp00kyberries on ArtFight!  Ashley’s a sk8r grl she said see ya l8r grl,2024-07-09 05:59:09 GMT
1,Artists of tumblr,['my art'  'art comms open'  'comms'  'comms info'  'pinned'],reigens-renagerie,Commissions are open!!  message me through Tumblr or Discord @reigengayrataka for inquiries!,2024-07-09 05:05:18 GMT
6,Artists of tumblr,['art'  'artist'  'corbins art'  'dragon'],corbinsilly,DT with Starz-Drawz on DA,2024-07-09 04:08:27 GMT
3,Artists of tumblr,['do not ship'  'art'  'artist'  'corbins art'  'feral'  'dinosaur'  'raptor'],corbinsilly,Blu and Zippy cuddles,2024-07-09 04:07:33 GMT
485,Artists of tumblr,['artblr'  'spread the word'],heywriters,artists please put big watermarks and signatures and urls in your work it doesn’t ruin it and I like being able to find you when some moron reposts your stuff!,2024-07-09 02:30:41 GMT
24,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'travel'  'explore'  'uk'  'europe'  'cambridge'  'cambridge university'  'dark academia'  'light academia'  'architecture'  'aesthetic'  'beauty'  'england'  'east england'],fishbphotography,Pembroke College  Cambridge East England UK,2024-07-09 02:01:45 GMT
0,Artists of tumblr,['monday night live stream'  'monday night stream'  'live on twitch'  'artists on tumblr'  'digital art'],grumpycakes,MONDAY NIGHT LIVE STREAM got stung by what I assume was a hornet. Having a weird time but not dying lol.   ALSO SINCE THE 4TH HAPPENED IT’S NATIONAL TREASURE NIGHT  Artwork will still be done but it will be on in the bg,2024-07-09 00:29:10 GMT
4,Artists of tumblr,['art'  'artists on tumblr'  'painting'  'sketch'],rereaz,bears raahhhh,2024-07-09 00:07:49 GMT
20,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'japan'  'hayama'  'miura'  'travel'  'explore'  'food'  'calzone'  'aesthetic'  'beauty'],fishbphotography,Dinner @ Trattoria Pizzeria  Hayama Miura Japan,2024-07-09 00:06:07 GMT
2,Artists of tumblr,['my art'  'digital art'  'artfight 2024'],decima-does-art,Final batch of attacks from week 1! These belong to mafu jellip and maddiemango,2024-07-09 00:01:48 GMT
24,Artists of tumblr,['animal crossing rover'  'acnh rover'],ghostlymatte,I kinda miss drawing these guys 💕,2024-07-08 22:03:56 GMT
3,Artists of tumblr,['art'  'artists on tumblr'  'commissions'  'abby speaks'  'art commisions'],gt-abby,If I get 200 followers by the end of the month I’m opening commissions!  Please help me get my public art career off the ground! I appreciate it!!,2024-07-09 14:17:37 GMT
1,Artists of tumblr,['artist'  'artist things'  'sketchbook'  'oopsies'  'granted i have done a few shitty pages but the other pages are so so so nice especially recently'  'ha'],foxisded,me: ok yk what i’m gonna use a nice sketchbook. the paper quality will allow me to use things like paint and inks that i couldn’t use before! i can finally use coloured pencil properly!   other artists: ah yes but watch out for the “i don’t wanna ruin it” trap   me: no i won’t fall into that it’s silly i can’t ruin a sketchbook i’m far too rational for that!  *6 months later*  me: hey why am i so scared to practice in my sketchbook?,2024-07-09 13:54:48 GMT
22,Artists of tumblr,['artist of tumblr'  'tumblr art'  'tumblr artist'  'artblr'  'art portfolio'  'digital art'  'digital illustration'  'starwarsblr'  'star wars'  'star wars art'  'star wars fanart'  'star wars illustration'  'star wars painting'  'star wars fan'  'star wars girl'  'digital artists'  'star wars helmet'  'star wars helmets'  'mando'  'mandalorian'  'the mandalorian'  'mandalorian art'  'mandalorian helmet'  'boba fett'  'boba fett art'  'boba fett helmet'],fiatluxillustration-portfolio,Aurebesh Helmet Series - Lineage  ✨Available in HQ   Created with Procreate  𝙵𝚒𝚊𝚝 𝙻𝚞𝚡 𝙸𝚕𝚕𝚞𝚜𝚝𝚛𝚊𝚝𝚒𝚘𝚗  | Visit InPrnt | Visit Etsy | Visit Digital Etsy | Visit Patreon | Visit the Portfolio,2024-07-09 13:02:03 GMT
1,Artists of tumblr,['digital art'  'artfight 2024'  'art fight'  'team stardust'],average-internet-nobody,woohoo !  Art Fight,2024-07-09 12:03:00 GMT
0,Artists of tumblr,['art'  'artist'  'artsits on tumblr'  'oc artist'  'oc'  'original character'  'oc art'  'hes my boy and i love him'],sscarred-starss,the him     a r t,2024-07-09 11:35:28 GMT
10,Artists of tumblr,['skater girl'  'art'  'artists on tumblr'  'illustration'  'art fight'  'art fight 2024'  'team seafoam'  'digital art'  'digital painting'  'my art'  'i found a rly nice brush for painting'],humanmaybe,Revenge painting for ssp00kyberries on ArtFight!  Ashley’s a sk8r grl she said see ya l8r grl,2024-07-09 05:59:09 GMT
1,Artists of tumblr,['my art'  'art comms open'  'comms'  'comms info'  'pinned'],reigens-renagerie,Commissions are open!!  message me through Tumblr or Discord @reigengayrataka for inquiries!,2024-07-09 05:05:18 GMT
6,Artists of tumblr,['art'  'artist'  'corbins art'  'dragon'],corbinsilly,DT with Starz-Drawz on DA,2024-07-09 04:08:27 GMT
3,Artists of tumblr,['do not ship'  'art'  'artist'  'corbins art'  'feral'  'dinosaur'  'raptor'],corbinsilly,Blu and Zippy cuddles,2024-07-09 04:07:33 GMT
485,Artists of tumblr,['artblr'  'spread the word'],heywriters,artists please put big watermarks and signatures and urls in your work it doesn’t ruin it and I like being able to find you when some moron reposts your stuff!,2024-07-09 02:30:41 GMT
24,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'travel'  'explore'  'uk'  'europe'  'cambridge'  'cambridge university'  'dark academia'  'light academia'  'architecture'  'aesthetic'  'beauty'  'england'  'east england'],fishbphotography,Pembroke College  Cambridge East England UK,2024-07-09 02:01:45 GMT
0,Artists of tumblr,['monday night live stream'  'monday night stream'  'live on twitch'  'artists on tumblr'  'digital art'],grumpycakes,MONDAY NIGHT LIVE STREAM got stung by what I assume was a hornet. Having a weird time but not dying lol.   ALSO SINCE THE 4TH HAPPENED IT’S NATIONAL TREASURE NIGHT  Artwork will still be done but it will be on in the bg,2024-07-09 00:29:10 GMT
4,Artists of tumblr,['art'  'artists on tumblr'  'painting'  'sketch'],rereaz,bears raahhhh,2024-07-09 00:07:49 GMT
20,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'japan'  'hayama'  'miura'  'travel'  'explore'  'food'  'calzone'  'aesthetic'  'beauty'],fishbphotography,Dinner @ Trattoria Pizzeria  Hayama Miura Japan,2024-07-09 00:06:07 GMT
2,Artists of tumblr,['my art'  'digital art'  'artfight 2024'],decima-does-art,Final batch of attacks from week 1! These belong to mafu jellip and maddiemango,2024-07-09 00:01:48 GMT
3,Artists of tumblr,['art'  'artists on tumblr'  'commissions'  'abby speaks'  'art commisions'],gt-abby,If I get 200 followers by the end of the month I’m opening commissions!  Please help me get my public art career off the ground! I appreciate it!!,2024-07-09 14:17:37 GMT
1,Artists of tumblr,['artist'  'artist things'  'sketchbook'  'oopsies'  'granted i have done a few shitty pages but the other pages are so so so nice especially recently'  'ha'],foxisded,me: ok yk what i’m gonna use a nice sketchbook. the paper quality will allow me to use things like paint and inks that i couldn’t use before! i can finally use coloured pencil properly!   other artists: ah yes but watch out for the “i don’t wanna ruin it” trap   me: no i won’t fall into that it’s silly i can’t ruin a sketchbook i’m far too rational for that!  *6 months later*  me: hey why am i so scared to practice in my sketchbook?,2024-07-09 13:54:48 GMT
22,Artists of tumblr,['artist of tumblr'  'tumblr art'  'tumblr artist'  'artblr'  'art portfolio'  'digital art'  'digital illustration'  'starwarsblr'  'star wars'  'star wars art'  'star wars fanart'  'star wars illustration'  'star wars painting'  'star wars fan'  'star wars girl'  'digital artists'  'star wars helmet'  'star wars helmets'  'mando'  'mandalorian'  'the mandalorian'  'mandalorian art'  'mandalorian helmet'  'boba fett'  'boba fett art'  'boba fett helmet'],fiatluxillustration-portfolio,Aurebesh Helmet Series - Lineage  ✨Available in HQ   Created with Procreate  𝙵𝚒𝚊𝚝 𝙻𝚞𝚡 𝙸𝚕𝚕𝚞𝚜𝚝𝚛𝚊𝚝𝚒𝚘𝚗  | Visit InPrnt | Visit Etsy | Visit Digital Etsy | Visit Patreon | Visit the Portfolio,2024-07-09 13:02:03 GMT
1,Artists of tumblr,['digital art'  'artfight 2024'  'art fight'  'team stardust'],average-internet-nobody,woohoo !  Art Fight,2024-07-09 12:03:00 GMT
0,Artists of tumblr,['art'  'artist'  'artsits on tumblr'  'oc artist'  'oc'  'original character'  'oc art'  'hes my boy and i love him'],sscarred-starss,the him     a r t,2024-07-09 11:35:28 GMT
10,Artists of tumblr,['skater girl'  'art'  'artists on tumblr'  'illustration'  'art fight'  'art fight 2024'  'team seafoam'  'digital art'  'digital painting'  'my art'  'i found a rly nice brush for painting'],humanmaybe,Revenge painting for ssp00kyberries on ArtFight!  Ashley’s a sk8r grl she said see ya l8r grl,2024-07-09 05:59:09 GMT
1,Artists of tumblr,['my art'  'art comms open'  'comms'  'comms info'  'pinned'],reigens-renagerie,Commissions are open!!  message me through Tumblr or Discord @reigengayrataka for inquiries!,2024-07-09 05:05:18 GMT
6,Artists of tumblr,['art'  'artist'  'corbins art'  'dragon'],corbinsilly,DT with Starz-Drawz on DA,2024-07-09 04:08:27 GMT
3,Artists of tumblr,['do not ship'  'art'  'artist'  'corbins art'  'feral'  'dinosaur'  'raptor'],corbinsilly,Blu and Zippy cuddles,2024-07-09 04:07:33 GMT
485,Artists of tumblr,['artblr'  'spread the word'],heywriters,artists please put big watermarks and signatures and urls in your work it doesn’t ruin it and I like being able to find you when some moron reposts your stuff!,2024-07-09 02:30:41 GMT
24,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'travel'  'explore'  'uk'  'europe'  'cambridge'  'cambridge university'  'dark academia'  'light academia'  'architecture'  'aesthetic'  'beauty'  'england'  'east england'],fishbphotography,Pembroke College  Cambridge East England UK,2024-07-09 02:01:45 GMT
0,Artists of tumblr,['monday night live stream'  'monday night stream'  'live on twitch'  'artists on tumblr'  'digital art'],grumpycakes,MONDAY NIGHT LIVE STREAM got stung by what I assume was a hornet. Having a weird time but not dying lol.   ALSO SINCE THE 4TH HAPPENED IT’S NATIONAL TREASURE NIGHT  Artwork will still be done but it will be on in the bg,2024-07-09 00:29:10 GMT
4,Artists of tumblr,['art'  'artists on tumblr'  'painting'  'sketch'],rereaz,bears raahhhh,2024-07-09 00:07:49 GMT
20,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'japan'  'hayama'  'miura'  'travel'  'explore'  'food'  'calzone'  'aesthetic'  'beauty'],fishbphotography,Dinner @ Trattoria Pizzeria  Hayama Miura Japan,2024-07-09 00:06:07 GMT
2,Artists of tumblr,['my art'  'digital art'  'artfight 2024'],decima-does-art,Final batch of attacks from week 1! These belong to mafu jellip and maddiemango,2024-07-09 00:01:48 GMT
6,Artists of tumblr,['havethetouchart'  'for-others'  'artfight 2024'  'traditional art'  'inks'  'copic markers'  'anthro'  'anthro art'  'furry'  'furry art'  'drawing'  'illustration'  'art'  'havethetouch'  'art fight'],havethetouch,tempest 2024/07  this one was also instant love on sight. Such a cool concept and character hhhh   for @agnio.bsky.social,2024-07-09 16:59:57 GMT
3,Artists of tumblr,['art'  'artists on tumblr'  'commissions'  'abby speaks'  'art commisions'],gt-abby,If I get 200 followers by the end of the month I’m opening commissions!  Please help me get my public art career off the ground! I appreciate it!!,2024-07-09 14:17:37 GMT
1,Artists of tumblr,['artist'  'artist things'  'sketchbook'  'oopsies'  'granted i have done a few shitty pages but the other pages are so so so nice especially recently'  'ha'],foxisded,me: ok yk what i’m gonna use a nice sketchbook. the paper quality will allow me to use things like paint and inks that i couldn’t use before! i can finally use coloured pencil properly!   other artists: ah yes but watch out for the “i don’t wanna ruin it” trap   me: no i won’t fall into that it’s silly i can’t ruin a sketchbook i’m far too rational for that!  *6 months later*  me: hey why am i so scared to practice in my sketchbook?,2024-07-09 13:54:48 GMT
22,Artists of tumblr,['artist of tumblr'  'tumblr art'  'tumblr artist'  'artblr'  'art portfolio'  'digital art'  'digital illustration'  'starwarsblr'  'star wars'  'star wars art'  'star wars fanart'  'star wars illustration'  'star wars painting'  'star wars fan'  'star wars girl'  'digital artists'  'star wars helmet'  'star wars helmets'  'mando'  'mandalorian'  'the mandalorian'  'mandalorian art'  'mandalorian helmet'  'boba fett'  'boba fett art'  'boba fett helmet'],fiatluxillustration-portfolio,Aurebesh Helmet Series - Lineage  ✨Available in HQ   Created with Procreate  𝙵𝚒𝚊𝚝 𝙻𝚞𝚡 𝙸𝚕𝚕𝚞𝚜𝚝𝚛𝚊𝚝𝚒𝚘𝚗  | Visit InPrnt | Visit Etsy | Visit Digital Etsy | Visit Patreon | Visit the Portfolio,2024-07-09 13:02:03 GMT
1,Artists of tumblr,['digital art'  'artfight 2024'  'art fight'  'team stardust'],average-internet-nobody,woohoo !  Art Fight,2024-07-09 12:03:00 GMT
0,Artists of tumblr,['art'  'artist'  'artsits on tumblr'  'oc artist'  'oc'  'original character'  'oc art'  'hes my boy and i love him'],sscarred-starss,the him     a r t,2024-07-09 11:35:28 GMT
10,Artists of tumblr,['skater girl'  'art'  'artists on tumblr'  'illustration'  'art fight'  'art fight 2024'  'team seafoam'  'digital art'  'digital painting'  'my art'  'i found a rly nice brush for painting'],humanmaybe,Revenge painting for ssp00kyberries on ArtFight!  Ashley’s a sk8r grl she said see ya l8r grl,2024-07-09 05:59:09 GMT
1,Artists of tumblr,['my art'  'art comms open'  'comms'  'comms info'  'pinned'],reigens-renagerie,Commissions are open!!  message me through Tumblr or Discord @reigengayrataka for inquiries!,2024-07-09 05:05:18 GMT
6,Artists of tumblr,['art'  'artist'  'corbins art'  'dragon'],corbinsilly,DT with Starz-Drawz on DA,2024-07-09 04:08:27 GMT
3,Artists of tumblr,['do not ship'  'art'  'artist'  'corbins art'  'feral'  'dinosaur'  'raptor'],corbinsilly,Blu and Zippy cuddles,2024-07-09 04:07:33 GMT
485,Artists of tumblr,['artblr'  'spread the word'],heywriters,artists please put big watermarks and signatures and urls in your work it doesn’t ruin it and I like being able to find you when some moron reposts your stuff!,2024-07-09 02:30:41 GMT
24,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'travel'  'explore'  'uk'  'europe'  'cambridge'  'cambridge university'  'dark academia'  'light academia'  'architecture'  'aesthetic'  'beauty'  'england'  'east england'],fishbphotography,Pembroke College  Cambridge East England UK,2024-07-09 02:01:45 GMT
0,Artists of tumblr,['monday night live stream'  'monday night stream'  'live on twitch'  'artists on tumblr'  'digital art'],grumpycakes,MONDAY NIGHT LIVE STREAM got stung by what I assume was a hornet. Having a weird time but not dying lol.   ALSO SINCE THE 4TH HAPPENED IT’S NATIONAL TREASURE NIGHT  Artwork will still be done but it will be on in the bg,2024-07-09 00:29:10 GMT
4,Artists of tumblr,['art'  'artists on tumblr'  'painting'  'sketch'],rereaz,bears raahhhh,2024-07-09 00:07:49 GMT
5,Artists of tumblr,['art'  'digital art'  'digital artist'  'artists on tumblr'  'polyamory'  'polyamorous'  'polyam relationship'  'ethical non monogamy'  'poly relationship'  'bug'  'bugs'  'insects'  'bug furry'  'centipede'  'blue death feigning beetle'  'hercules beetle'  'i love them'  'art wip'  'wip art'  'current wip'  'work in progress'  'rip draws'],chesh-iire,me n my boyfs…,2024-07-09 17:57:15 GMT
6,Artists of tumblr,['havethetouchart'  'for-others'  'artfight 2024'  'traditional art'  'inks'  'copic markers'  'anthro'  'anthro art'  'furry'  'furry art'  'drawing'  'illustration'  'art'  'havethetouch'  'art fight'],havethetouch,tempest 2024/07  this one was also instant love on sight. Such a cool concept and character hhhh   for @agnio.bsky.social,2024-07-09 16:59:57 GMT
3,Artists of tumblr,['art'  'artists on tumblr'  'commissions'  'abby speaks'  'art commisions'],gt-abby,If I get 200 followers by the end of the month I’m opening commissions!  Please help me get my public art career off the ground! I appreciate it!!,2024-07-09 14:17:37 GMT
1,Artists of tumblr,['artist'  'artist things'  'sketchbook'  'oopsies'  'granted i have done a few shitty pages but the other pages are so so so nice especially recently'  'ha'],foxisded,me: ok yk what i’m gonna use a nice sketchbook. the paper quality will allow me to use things like paint and inks that i couldn’t use before! i can finally use coloured pencil properly!   other artists: ah yes but watch out for the “i don’t wanna ruin it” trap   me: no i won’t fall into that it’s silly i can’t ruin a sketchbook i’m far too rational for that!  *6 months later*  me: hey why am i so scared to practice in my sketchbook?,2024-07-09 13:54:48 GMT
22,Artists of tumblr,['artist of tumblr'  'tumblr art'  'tumblr artist'  'artblr'  'art portfolio'  'digital art'  'digital illustration'  'starwarsblr'  'star wars'  'star wars art'  'star wars fanart'  'star wars illustration'  'star wars painting'  'star wars fan'  'star wars girl'  'digital artists'  'star wars helmet'  'star wars helmets'  'mando'  'mandalorian'  'the mandalorian'  'mandalorian art'  'mandalorian helmet'  'boba fett'  'boba fett art'  'boba fett helmet'],fiatluxillustration-portfolio,Aurebesh Helmet Series - Lineage  ✨Available in HQ   Created with Procreate  𝙵𝚒𝚊𝚝 𝙻𝚞𝚡 𝙸𝚕𝚕𝚞𝚜𝚝𝚛𝚊𝚝𝚒𝚘𝚗  | Visit InPrnt | Visit Etsy | Visit Digital Etsy | Visit Patreon | Visit the Portfolio,2024-07-09 13:02:03 GMT
1,Artists of tumblr,['digital art'  'artfight 2024'  'art fight'  'team stardust'],average-internet-nobody,woohoo !  Art Fight,2024-07-09 12:03:00 GMT
0,Artists of tumblr,['art'  'artist'  'artsits on tumblr'  'oc artist'  'oc'  'original character'  'oc art'  'hes my boy and i love him'],sscarred-starss,the him     a r t,2024-07-09 11:35:28 GMT
10,Artists of tumblr,['skater girl'  'art'  'artists on tumblr'  'illustration'  'art fight'  'art fight 2024'  'team seafoam'  'digital art'  'digital painting'  'my art'  'i found a rly nice brush for painting'],humanmaybe,Revenge painting for ssp00kyberries on ArtFight!  Ashley’s a sk8r grl she said see ya l8r grl,2024-07-09 05:59:09 GMT
1,Artists of tumblr,['my art'  'art comms open'  'comms'  'comms info'  'pinned'],reigens-renagerie,Commissions are open!!  message me through Tumblr or Discord @reigengayrataka for inquiries!,2024-07-09 05:05:18 GMT
6,Artists of tumblr,['art'  'artist'  'corbins art'  'dragon'],corbinsilly,DT with Starz-Drawz on DA,2024-07-09 04:08:27 GMT
3,Artists of tumblr,['art'  'artist'  'corbins art'  'anthro'  'furry'  'artfight'  'anxiousgutsp1lls artfight artwork'],corbinsilly,Artfight attack on elliottstuff,2024-07-09 04:06:56 GMT
485,Artists of tumblr,['artblr'  'spread the word'],heywriters,artists please put big watermarks and signatures and urls in your work it doesn’t ruin it and I like being able to find you when some moron reposts your stuff!,2024-07-09 02:30:41 GMT
24,Artists of tumblr,['art'  'photographers of tumblr'  'photography'  'travel'  'explore'  'uk'  'europe'  'cambridge'  'cambridge university'  'dark academia'  'light academia'  'architecture'  'aesthetic'  'beauty'  'england'  'east england'],fishbphotography,Pembroke College  Cambridge East England UK,2024-07-09 02:01:45 GMT
